step,day,hour,money,inv_WHEAT,inv_CARROT,inv_TOMATO,inv_STRAWBERRY,inv_MELON,inv_EGG,inv_MILK,inv_WOOL,inv_FERTILIZER,price_WHEAT,price_CARROT,price_TOMATO,price_STRAWBERRY,price_MELON,price_EGG,price_MILK,price_WOOL,price_FERTILIZER,inv_WHEAT_change,inv_CARROT_change,inv_TOMATO_change,inv_STRAWBERRY_change,inv_MELON_change,inv_EGG_change,inv_MILK_change,inv_WOOL_change,inv_FERTILIZER_change
145,6,1,3000.0,9974,9972,9974,9974,9993,9993,9993,9993,10000,30,37,63,163,268,50,183,218,100,-2.0,-4.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,0.0
146,6,2,3000.0,9974,9972,9974,9974,9993,9993,9993,9993,10000,30,37,63,163,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,6,3,3000.0,9974,9972,9974,9974,9993,9993,9993,9993,10000,30,37,63,163,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,6,4,3000.0,9974,9972,9974,9974,9993,9993,9993,9993,10000,30,37,63,163,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,6,5,3000.0,9973,9969,9973,9973,9993,9993,9993,9993,10000,30,37,63,164,268,50,183,218,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
150,6,6,3000.0,9973,9969,9973,9973,9993,9993,9993,9993,10000,30,37,63,164,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,6,7,3000.0,9973,9969,9973,9973,9993,9993,9993,9993,10000,30,37,63,164,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,6,8,3000.0,9973,9969,9973,9973,9993,9993,9993,9993,10000,30,37,63,164,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,6,9,3000.0,9972,9966,9972,9972,9993,9993,9993,9993,10000,30,38,63,164,268,50,183,218,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
154,6,10,3000.0,9972,9966,9972,9972,9993,9993,9993,9993,10000,30,38,63,164,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,6,11,3000.0,9972,9966,9972,9972,9993,9993,9993,9993,10000,30,38,63,164,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,6,12,3000.0,9972,9966,9972,9972,9993,9993,9993,9993,10000,30,38,63,164,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,6,13,3000.0,9971,9963,9971,9971,9993,9993,9993,9993,10000,30,38,63,165,268,50,183,218,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
158,6,14,3000.0,9971,9963,9971,9971,9993,9993,9993,9993,10000,30,38,63,165,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,6,15,3000.0,9971,9963,9971,9971,9993,9993,9993,9993,10000,30,38,63,165,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,6,16,3000.0,9971,9963,9971,9971,9993,9993,9993,9993,10000,30,38,63,165,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,6,17,3000.0,9970,9960,9970,9970,9993,9993,9993,9993,10000,30,38,64,166,268,50,183,218,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
162,6,18,3000.0,9970,9960,9970,9970,9993,9993,9993,9993,10000,30,38,64,166,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,6,19,3000.0,9970,9960,9970,9970,9993,9993,9993,9993,10000,30,38,64,166,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,6,20,3000.0,9970,9960,9970,9970,9993,9993,9993,9993,10000,30,38,64,166,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,6,21,3000.0,9969,9957,9969,9969,9993,9993,9993,9993,10000,31,38,64,167,268,50,183,218,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
166,6,22,3000.0,9969,9957,9969,9969,9993,9993,9993,9993,10000,31,38,64,167,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,6,23,3000.0,9969,9957,9969,9969,9993,9993,9993,9993,10000,31,38,64,167,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,7,0,3000.0,9969,9957,9969,9969,9993,9993,9993,9993,10000,31,38,64,167,268,50,183,218,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,7,1,3000.0,9967,9953,9967,9967,9992,9992,9992,9992,10000,31,39,64,168,269,50,185,219,100,-2.0,-4.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,0.0
170,7,2,3000.0,9967,9953,9967,9967,9992,9992,9992,9992,10000,31,39,64,168,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,7,3,3000.0,9967,9953,9967,9967,9992,9992,9992,9992,10000,31,39,64,168,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,7,4,3000.0,9967,9953,9967,9967,9992,9992,9992,9992,10000,31,39,64,168,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,7,5,3000.0,9966,9950,9966,9966,9992,9992,9992,9992,10000,31,39,64,169,269,50,185,219,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
174,7,6,3000.0,9966,9950,9966,9966,9992,9992,9992,9992,10000,31,39,64,169,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,7,7,3000.0,9966,9950,9966,9966,9992,9992,9992,9992,10000,31,39,64,169,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,7,8,3000.0,9966,9950,9966,9966,9992,9992,9992,9992,10000,31,39,64,169,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,7,9,3000.0,9965,9947,9965,9965,9992,9992,9992,9992,10000,31,39,64,170,269,50,185,219,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
178,7,10,3000.0,9965,9947,9965,9965,9992,9992,9992,9992,10000,31,39,64,170,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,7,11,3000.0,9965,9947,9965,9965,9992,9992,9992,9992,10000,31,39,64,170,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,7,12,3000.0,9965,9947,9965,9965,9992,9992,9992,9992,10000,31,39,64,170,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,7,13,3000.0,9964,9944,9964,9964,9992,9992,9992,9992,10000,31,39,64,170,269,50,185,219,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
182,7,14,3000.0,9964,9944,9964,9964,9992,9992,9992,9992,10000,31,39,64,170,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,7,15,3000.0,9964,9944,9964,9964,9992,9992,9992,9992,10000,31,39,64,170,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,7,16,3000.0,9964,9944,9964,9964,9992,9992,9992,9992,10000,31,39,64,170,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,7,17,3000.0,9963,9941,9963,9963,9992,9992,9992,9992,10000,31,40,64,171,269,50,185,219,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
186,7,18,3000.0,9963,9941,9963,9963,9992,9992,9992,9992,10000,31,40,64,171,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,7,19,3000.0,9963,9941,9963,9963,9992,9992,9992,9992,10000,31,40,64,171,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,7,20,3000.0,9963,9941,9963,9963,9992,9992,9992,9992,10000,31,40,64,171,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,7,21,3000.0,9962,9938,9962,9962,9992,9992,9992,9992,10000,31,40,65,172,269,50,185,219,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
190,7,22,3000.0,9962,9938,9962,9962,9992,9992,9992,9992,10000,31,40,65,172,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,7,23,3000.0,9962,9938,9962,9962,9992,9992,9992,9992,10000,31,40,65,172,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,8,0,3000.0,9962,9938,9962,9962,9992,9992,9992,9992,10000,31,40,65,172,269,50,185,219,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,8,1,3000.0,9960,9934,9960,9960,9991,9991,9991,9991,10000,31,40,65,173,270,51,186,220,100,-2.0,-4.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,0.0
194,8,2,3000.0,9960,9934,9960,9960,9991,9991,9991,9991,10000,31,40,65,173,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,8,3,3000.0,9960,9934,9960,9960,9991,9991,9991,9991,10000,31,40,65,173,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,8,4,3000.0,9960,9934,9960,9960,9991,9991,9991,9991,10000,31,40,65,173,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,8,5,3000.0,9959,9931,9959,9959,9991,9991,9991,9991,10000,31,40,65,174,270,51,186,220,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
198,8,6,3000.0,9959,9931,9959,9959,9991,9991,9991,9991,10000,31,40,65,174,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,8,7,3000.0,9959,9931,9959,9959,9991,9991,9991,9991,10000,31,40,65,174,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,8,8,3000.0,9959,9931,9959,9959,9991,9991,9991,9991,10000,31,40,65,174,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,8,9,3000.0,9958,9928,9958,9958,9991,9991,9991,9991,10000,31,41,65,174,270,51,186,220,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
202,8,10,3000.0,9958,9928,9958,9958,9991,9991,9991,9991,10000,31,41,65,174,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,8,11,3000.0,9958,9928,9958,9958,9991,9991,9991,9991,10000,31,41,65,174,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,8,12,3000.0,9958,9928,9958,9958,9991,9991,9991,9991,10000,31,41,65,174,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,8,13,3000.0,9957,9925,9957,9957,9991,9991,9991,9991,10000,32,41,65,175,270,51,186,220,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
206,8,14,3000.0,9957,9925,9957,9957,9991,9991,9991,9991,10000,32,41,65,175,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,8,15,3000.0,9957,9925,9957,9957,9991,9991,9991,9991,10000,32,41,65,175,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,8,16,3000.0,9957,9925,9957,9957,9991,9991,9991,9991,10000,32,41,65,175,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,8,17,3000.0,9956,9922,9956,9956,9991,9991,9991,9991,10000,32,41,65,176,270,51,186,220,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
210,8,18,3000.0,9956,9922,9956,9956,9991,9991,9991,9991,10000,32,41,65,176,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,8,19,3000.0,9956,9922,9956,9956,9991,9991,9991,9991,10000,32,41,65,176,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,8,20,3000.0,9956,9922,9956,9956,9991,9991,9991,9991,10000,32,41,65,176,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,8,21,3000.0,9955,9919,9955,9955,9991,9991,9991,9991,10000,32,41,65,176,270,51,186,220,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
214,8,22,3000.0,9955,9919,9955,9955,9991,9991,9991,9991,10000,32,41,65,176,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,8,23,3000.0,9955,9919,9955,9955,9991,9991,9991,9991,10000,32,41,65,176,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,9,0,3000.0,9955,9919,9955,9955,9991,9991,9991,9991,10000,32,41,65,176,270,51,186,220,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,9,1,3000.0,9953,9915,9953,9953,9990,9990,9990,9988,10000,32,42,66,178,271,51,187,222,100,-2.0,-4.0,-2.0,-2.0,-1.0,-1.0,-1.0,-3.0,0.0
218,9,2,3000.0,9953,9915,9953,9953,9990,9990,9990,9988,10000,32,42,66,178,271,51,187,222,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,9,3,3000.0,9953,9915,9953,9953,9990,9990,9990,9988,10000,32,42,66,178,271,51,187,222,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,9,4,3000.0,9953,9915,9953,9953,9990,9990,9990,9988,10000,32,42,66,178,271,51,187,222,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,9,5,3000.0,9952,9912,9952,9952,9990,9990,9990,9986,10000,32,42,66,178,271,51,187,223,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0.0
222,9,6,3000.0,9952,9912,9952,9952,9990,9990,9990,9986,10000,32,42,66,178,271,51,187,223,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,9,7,3000.0,9952,9912,9952,9952,9990,9990,9990,9986,10000,32,42,66,178,271,51,187,223,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,9,8,3000.0,9952,9912,9952,9952,9990,9990,9990,9986,10000,32,42,66,178,271,51,187,223,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,9,9,3000.0,9951,9909,9951,9951,9990,9990,9990,9984,10000,32,42,66,179,271,51,187,224,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0.0
226,9,10,3000.0,9951,9909,9951,9951,9990,9990,9990,9984,10000,32,42,66,179,271,51,187,224,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,9,11,3000.0,9951,9909,9951,9951,9990,9990,9990,9984,10000,32,42,66,179,271,51,187,224,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,9,12,3000.0,9951,9909,9951,9951,9990,9990,9990,9984,10000,32,42,66,179,271,51,187,224,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,9,13,3000.0,9950,9906,9950,9950,9990,9990,9990,9982,10000,32,42,66,179,271,51,187,225,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0.0
230,9,14,3000.0,9950,9906,9950,9950,9990,9990,9990,9982,10000,32,42,66,179,271,51,187,225,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,9,15,3000.0,9950,9906,9950,9950,9990,9990,9990,9982,10000,32,42,66,179,271,51,187,225,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,9,16,3000.0,9950,9906,9950,9950,9990,9990,9990,9982,10000,32,42,66,179,271,51,187,225,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,9,17,3000.0,9949,9903,9949,9949,9990,9990,9990,9980,10000,32,43,66,180,271,51,187,226,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0.0
234,9,18,3000.0,9949,9903,9949,9949,9990,9990,9990,9980,10000,32,43,66,180,271,51,187,226,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,9,19,3000.0,9949,9903,9949,9949,9990,9990,9990,9980,10000,32,43,66,180,271,51,187,226,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,9,20,3000.0,9949,9903,9949,9949,9990,9990,9990,9980,10000,32,43,66,180,271,51,187,226,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,9,21,3000.0,9948,9900,9948,9948,9990,9990,9990,9978,10000,32,43,66,181,271,51,187,227,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0.0
238,9,22,3000.0,9948,9900,9948,9948,9990,9990,9990,9978,10000,32,43,66,181,271,51,187,227,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,9,23,3000.0,9948,9900,9948,9948,9990,9990,9990,9978,10000,32,43,66,181,271,51,187,227,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,10,0,3000.0,9948,9900,9948,9948,9990,9990,9990,9978,10000,32,43,66,181,271,51,187,227,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,10,1,3000.0,9946,9896,9946,9946,9989,9989,9989,9975,10000,32,43,66,182,272,51,189,228,100,-2.0,-4.0,-2.0,-2.0,-1.0,-1.0,-1.0,-3.0,0.0
242,10,2,3000.0,9946,9896,9946,9946,9989,9989,9989,9975,10000,32,43,66,182,272,51,189,228,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,10,3,3000.0,9946,9896,9946,9946,9989,9989,9989,9975,10000,32,43,66,182,272,51,189,228,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,10,4,3000.0,9946,9896,9946,9946,9989,9989,9989,9975,10000,32,43,66,182,272,51,189,228,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,10,5,3000.0,9945,9893,9945,9945,9989,9989,9989,9973,10000,32,43,67,182,272,51,189,229,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0.0
246,10,6,3000.0,9945,9893,9945,9945,9989,9989,9989,9973,10000,32,43,67,182,272,51,189,229,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,10,7,3000.0,9945,9893,9945,9945,9989,9989,9989,9973,10000,32,43,67,182,272,51,189,229,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,10,8,3000.0,9945,9893,9945,9945,9989,9989,9989,9973,10000,32,43,67,182,272,51,189,229,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,10,9,3000.0,9944,9890,9944,9944,9989,9989,9989,9971,10000,32,44,67,183,272,51,189,229,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0.0
250,10,10,3000.0,9944,9890,9944,9944,9989,9989,9989,9971,10000,32,44,67,183,272,51,189,229,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,10,11,3000.0,9944,9890,9944,9944,9989,9989,9989,9971,10000,32,44,67,183,272,51,189,229,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,10,12,3000.0,9944,9890,9944,9944,9989,9989,9989,9971,10000,32,44,67,183,272,51,189,229,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,10,13,3000.0,9943,9887,9943,9943,9989,9989,9989,9969,10000,33,44,67,183,272,51,189,230,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0.0
254,10,14,3000.0,9943,9887,9943,9943,9989,9989,9989,9969,10000,33,44,67,183,272,51,189,230,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,10,15,3000.0,9943,9887,9943,9943,9989,9989,9989,9969,10000,33,44,67,183,272,51,189,230,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,10,16,3000.0,9943,9887,9943,9943,9989,9989,9989,9969,10000,33,44,67,183,272,51,189,230,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,10,17,3000.0,9942,9884,9942,9942,9989,9989,9989,9967,10000,33,44,67,184,272,51,189,230,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0.0
258,10,18,3000.0,9942,9884,9942,9942,9989,9989,9989,9967,10000,33,44,67,184,272,51,189,230,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,10,19,3000.0,9942,9884,9942,9942,9989,9989,9989,9967,10000,33,44,67,184,272,51,189,230,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,10,20,3000.0,9942,9884,9942,9942,9989,9989,9989,9967,10000,33,44,67,184,272,51,189,230,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,10,21,3000.0,9941,9881,9941,9941,9989,9989,9989,9965,10000,33,44,67,185,272,51,189,231,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0.0
262,10,22,3000.0,9941,9881,9941,9941,9989,9989,9989,9965,10000,33,44,67,185,272,51,189,231,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,10,23,3000.0,9941,9881,9941,9941,9989,9989,9989,9965,10000,33,44,67,185,272,51,189,231,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,11,0,3000.0,9941,9881,9941,9941,9989,9989,9989,9965,10000,33,44,67,185,272,51,189,231,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,11,1,3000.0,9939,9877,9939,9939,9988,9988,9988,9962,10000,33,45,67,186,272,51,190,231,100,-2.0,-4.0,-2.0,-2.0,-1.0,-1.0,-1.0,-3.0,0.0
266,11,2,3000.0,9939,9877,9939,9939,9988,9988,9988,9962,10000,33,45,67,186,272,51,190,231,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,11,3,3000.0,9939,9877,9939,9939,9988,9988,9988,9962,10000,33,45,67,186,272,51,190,231,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,11,4,3000.0,9939,9877,9939,9939,9988,9988,9988,9962,10000,33,45,67,186,272,51,190,231,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,11,5,3000.0,9938,9874,9938,9938,9988,9988,9988,9960,10000,33,45,67,186,272,51,190,232,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0.0
270,11,6,3000.0,9938,9874,9938,9938,9988,9988,9988,9960,10000,33,45,67,186,272,51,190,232,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,11,7,3000.0,9938,9874,9938,9938,9988,9988,9988,9960,10000,33,45,67,186,272,51,190,232,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,11,8,3000.0,9938,9874,9938,9938,9988,9988,9988,9960,10000,33,45,67,186,272,51,190,232,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,11,9,3000.0,9937,9871,9937,9937,9988,9988,9988,9958,10000,33,45,68,187,272,51,190,232,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0.0
274,11,10,3000.0,9937,9871,9937,9937,9988,9988,9988,9958,10000,33,45,68,187,272,51,190,232,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,11,11,3000.0,9937,9871,9937,9937,9988,9988,9988,9958,10000,33,45,68,187,272,51,190,232,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,11,12,3000.0,9937,9871,9937,9937,9988,9988,9988,9958,10000,33,45,68,187,272,51,190,232,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,11,13,3000.0,9936,9868,9936,9936,9988,9988,9988,9956,10000,33,45,68,187,272,51,190,233,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0.0
278,11,14,3000.0,9936,9868,9936,9936,9988,9988,9988,9956,10000,33,45,68,187,272,51,190,233,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,11,15,3000.0,9936,9868,9936,9936,9988,9988,9988,9956,10000,33,45,68,187,272,51,190,233,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,11,16,3000.0,9936,9868,9936,9936,9988,9988,9988,9956,10000,33,45,68,187,272,51,190,233,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,11,17,3000.0,9935,9865,9935,9935,9988,9988,9988,9954,10000,33,46,68,188,272,51,190,233,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0.0
282,11,18,3000.0,9935,9865,9935,9935,9988,9988,9988,9954,10000,33,46,68,188,272,51,190,233,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,11,19,3000.0,9935,9865,9935,9935,9988,9988,9988,9954,10000,33,46,68,188,272,51,190,233,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,11,20,3000.0,9935,9865,9935,9935,9988,9988,9988,9954,10000,33,46,68,188,272,51,190,233,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,11,21,3000.0,9934,9862,9934,9934,9988,9988,9988,9952,10000,33,46,68,188,272,51,190,233,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,0.0
286,11,22,3000.0,9934,9862,9934,9934,9988,9988,9988,9952,10000,33,46,68,188,272,51,190,233,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,11,23,3000.0,9934,9862,9934,9934,9988,9988,9988,9952,10000,33,46,68,188,272,51,190,233,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,12,0,3000.0,9934,9862,9934,9934,9988,9988,9988,9952,10000,33,46,68,188,272,51,190,233,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,12,1,3000.0,9932,9858,9932,9932,9987,9987,9987,9947,10000,33,46,68,189,273,51,191,234,100,-2.0,-4.0,-2.0,-2.0,-1.0,-1.0,-1.0,-5.0,0.0
290,12,2,3000.0,9932,9858,9932,9932,9987,9987,9987,9947,10000,33,46,68,189,273,51,191,234,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,12,3,3000.0,9932,9858,9932,9932,9987,9987,9987,9947,10000,33,46,68,189,273,51,191,234,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
